Week,Month,Day,Habit,Completed,Time_Spent_Minutes,Quality_Rating,Notes
1,Month 1,Monday,Progress Logging (15 min),False,0,0,
1,Month 1,Tuesday,Progress Logging (15 min),False,0,0,
1,Month 1,Wednesday,Progress Logging (15 min),False,0,0,
1,Month 1,Thursday,Progress Logging (15 min),False,0,0,
1,Month 1,Friday,Progress Logging (15 min),False,0,0,
1,Month 1,Saturday,Progress Logging (15 min),False,0,0,
1,Month 1,Sunday,Progress Logging (15 min),False,0,0,
1,Month 1,Monday,Technical Concepts Review,False,0,0,
1,Month 1,Tuesday,Technical Concepts Review,False,0,0,
1,Month 1,Wednesday,Technical Concepts Review,False,0,0,
1,Month 1,Thursday,Technical Concepts Review,False,0,0,
1,Month 1,Friday,Technical Concepts Review,False,0,0,
1,Month 1,Saturday,Technical Concepts Review,False,0,0,
1,Month 1,Sunday,Technical Concepts Review,False,0,0,
1,Month 1,Monday,Formula Practice,False,0,0,
1,Month 1,Tuesday,Formula Practice,False,0,0,
1,Month 1,Wednesday,Formula Practice,False,0,0,
1,Month 1,Thursday,Formula Practice,False,0,0,
1,Month 1,Friday,Formula Practice,False,0,0,
1,Month 1,Saturday,Formula Practice,False,0,0,
1,Month 1,Sunday,Formula Practice,False,0,0,
1,Month 1,Monday,Professional Reading,False,0,0,
1,Month 1,Tuesday,Professional Reading,False,0,0,
1,Month 1,Wednesday,Professional Reading,False,0,0,
1,Month 1,Thursday,Professional Reading,False,0,0,
1,Month 1,Friday,Professional Reading,False,0,0,
1,Month 1,Saturday,Professional Reading,False,0,0,
1,Month 1,Sunday,Professional Reading,False,0,0,
2,Month 1,Monday,Morning Market News (30 min),False,0,0,
2,Month 1,Tuesday,Morning Market News (30 min),False,0,0,
2,Month 1,Wednesday,Morning Market News (30 min),False,0,0,
2,Month 1,Thursday,Morning Market News (30 min),False,0,0,
2,Month 1,Friday,Morning Market News (30 min),False,0,0,
2,Month 1,Saturday,Morning Market News (30 min),False,0,0,
2,Month 1,Sunday,Morning Market News (30 min),False,0,0,
2,Month 1,Monday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Tuesday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Wednesday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Thursday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Friday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Saturday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Sunday,WQU Project Work (1 hour),False,0,0,
2,Month 1,Monday,MScFE Study (45 min),False,0,0,
2,Month 1,Tuesday,MScFE Study (45 min),False,0,0,
2,Month 1,Wednesday,MScFE Study (45 min),False,0,0,
2,Month 1,Thursday,MScFE Study (45 min),False,0,0,
2,Month 1,Friday,MScFE Study (45 min),False,0,0,
2,Month 1,Saturday,MScFE Study (45 min),False,0,0,
2,Month 1,Sunday,MScFE Study (45 min),False,0,0,
2,Month 1,Monday,Additional Reading (30 min),False,0,0,
2,Month 1,Tuesday,Additional Reading (30 min),False,0,0,
2,Month 1,Wednesday,Additional Reading (30 min),False,0,0,
2,Month 1,Thursday,Additional Reading (30 min),False,0,0,
2,Month 1,Friday,Additional Reading (30 min),False,0,0,
2,Month 1,Saturday,Additional Reading (30 min),False,0,0,
2,Month 1,Sunday,Additional Reading (30 min),False,0,0,
2,Month 1,Monday,Coding Practice (varies),False,0,0,
2,Month 1,Tuesday,Coding Practice (varies),False,0,0,
2,Month 1,Wednesday,Coding Practice (varies),False,0,0,
2,Month 1,Thursday,Coding Practice (varies),False,0,0,
2,Month 1,Friday,Coding Practice (varies),False,0,0,
2,Month 1,Saturday,Coding Practice (varies),False,0,0,
2,Month 1,Sunday,Coding Practice (varies),False,0,0,
2,Month 1,Monday,Progress Logging (15 min),False,0,0,
2,Month 1,Tuesday,Progress Logging (15 min),False,0,0,
2,Month 1,Wednesday,Progress Logging (15 min),False,0,0,
2,Month 1,Thursday,Progress Logging (15 min),False,0,0,
2,Month 1,Friday,Progress Logging (15 min),False,0,0,
2,Month 1,Saturday,Progress Logging (15 min),False,0,0,
2,Month 1,Sunday,Progress Logging (15 min),False,0,0,
2,Month 1,Monday,Technical Concepts Review,False,0,0,
2,Month 1,Tuesday,Technical Concepts Review,False,0,0,
2,Month 1,Wednesday,Technical Concepts Review,False,0,0,
2,Month 1,Thursday,Technical Concepts Review,False,0,0,
2,Month 1,Friday,Technical Concepts Review,False,0,0,
2,Month 1,Saturday,Technical Concepts Review,False,0,0,
2,Month 1,Sunday,Technical Concepts Review,False,0,0,
2,Month 1,Monday,Formula Practice,False,0,0,
2,Month 1,Tuesday,Formula Practice,False,0,0,
2,Month 1,Wednesday,Formula Practice,False,0,0,
2,Month 1,Thursday,Formula Practice,False,0,0,
2,Month 1,Friday,Formula Practice,False,0,0,
2,Month 1,Saturday,Formula Practice,False,0,0,
2,Month 1,Sunday,Formula Practice,False,0,0,
2,Month 1,Monday,Professional Reading,False,0,0,
2,Month 1,Tuesday,Professional Reading,False,0,0,
2,Month 1,Wednesday,Professional Reading,False,0,0,
2,Month 1,Thursday,Professional Reading,False,0,0,
2,Month 1,Friday,Professional Reading,False,0,0,
2,Month 1,Saturday,Professional Reading,False,0,0,
2,Month 1,Sunday,Professional Reading,False,0,0,
3,Month 1,Monday,Morning Market News (30 min),False,0,0,
3,Month 1,Tuesday,Morning Market News (30 min),False,0,0,
3,Month 1,Wednesday,Morning Market News (30 min),False,0,0,
3,Month 1,Thursday,Morning Market News (30 min),False,0,0,
3,Month 1,Friday,Morning Market News (30 min),False,0,0,
3,Month 1,Saturday,Morning Market News (30 min),False,0,0,
3,Month 1,Sunday,Morning Market News (30 min),False,0,0,
3,Month 1,Monday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Tuesday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Wednesday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Thursday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Friday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Saturday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Sunday,WQU Project Work (1 hour),False,0,0,
3,Month 1,Monday,MScFE Study (45 min),False,0,0,
3,Month 1,Tuesday,MScFE Study (45 min),False,0,0,
3,Month 1,Wednesday,MScFE Study (45 min),False,0,0,
3,Month 1,Thursday,MScFE Study (45 min),False,0,0,
3,Month 1,Friday,MScFE Study (45 min),False,0,0,
3,Month 1,Saturday,MScFE Study (45 min),False,0,0,
3,Month 1,Sunday,MScFE Study (45 min),False,0,0,
3,Month 1,Monday,Additional Reading (30 min),False,0,0,
3,Month 1,Tuesday,Additional Reading (30 min),False,0,0,
3,Month 1,Wednesday,Additional Reading (30 min),False,0,0,
3,Month 1,Thursday,Additional Reading (30 min),False,0,0,
3,Month 1,Friday,Additional Reading (30 min),False,0,0,
3,Month 1,Saturday,Additional Reading (30 min),False,0,0,
3,Month 1,Sunday,Additional Reading (30 min),False,0,0,
3,Month 1,Monday,Coding Practice (varies),False,0,0,
3,Month 1,Tuesday,Coding Practice (varies),False,0,0,
3,Month 1,Wednesday,Coding Practice (varies),False,0,0,
3,Month 1,Thursday,Coding Practice (varies),False,0,0,
3,Month 1,Friday,Coding Practice (varies),False,0,0,
3,Month 1,Saturday,Coding Practice (varies),False,0,0,
3,Month 1,Sunday,Coding Practice (varies),False,0,0,
3,Month 1,Monday,Progress Logging (15 min),False,0,0,
3,Month 1,Tuesday,Progress Logging (15 min),False,0,0,
3,Month 1,Wednesday,Progress Logging (15 min),False,0,0,
3,Month 1,Thursday,Progress Logging (15 min),False,0,0,
3,Month 1,Friday,Progress Logging (15 min),False,0,0,
3,Month 1,Saturday,Progress Logging (15 min),False,0,0,
3,Month 1,Sunday,Progress Logging (15 min),False,0,0,
3,Month 1,Monday,Technical Concepts Review,False,0,0,
3,Month 1,Tuesday,Technical Concepts Review,False,0,0,
3,Month 1,Wednesday,Technical Concepts Review,False,0,0,
3,Month 1,Thursday,Technical Concepts Review,False,0,0,
3,Month 1,Friday,Technical Concepts Review,False,0,0,
3,Month 1,Saturday,Technical Concepts Review,False,0,0,
3,Month 1,Sunday,Technical Concepts Review,False,0,0,
3,Month 1,Monday,Formula Practice,False,0,0,
3,Month 1,Tuesday,Formula Practice,False,0,0,
3,Month 1,Wednesday,Formula Practice,False,0,0,
3,Month 1,Thursday,Formula Practice,False,0,0,
3,Month 1,Friday,Formula Practice,False,0,0,
3,Month 1,Saturday,Formula Practice,False,0,0,
3,Month 1,Sunday,Formula Practice,False,0,0,
3,Month 1,Monday,Professional Reading,False,0,0,
3,Month 1,Tuesday,Professional Reading,False,0,0,
3,Month 1,Wednesday,Professional Reading,False,0,0,
3,Month 1,Thursday,Professional Reading,False,0,0,
3,Month 1,Friday,Professional Reading,False,0,0,
3,Month 1,Saturday,Professional Reading,False,0,0,
3,Month 1,Sunday,Professional Reading,False,0,0,
4,Month 1,Monday,Morning Market News (30 min),False,0,0,
4,Month 1,Tuesday,Morning Market News (30 min),False,0,0,
4,Month 1,Wednesday,Morning Market News (30 min),False,0,0,
4,Month 1,Thursday,Morning Market News (30 min),False,0,0,
4,Month 1,Friday,Morning Market News (30 min),False,0,0,
4,Month 1,Saturday,Morning Market News (30 min),False,0,0,
4,Month 1,Sunday,Morning Market News (30 min),False,0,0,
4,Month 1,Monday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Tuesday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Wednesday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Thursday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Friday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Saturday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Sunday,WQU Project Work (1 hour),False,0,0,
4,Month 1,Monday,MScFE Study (45 min),False,0,0,
4,Month 1,Tuesday,MScFE Study (45 min),False,0,0,
4,Month 1,Wednesday,MScFE Study (45 min),False,0,0,
4,Month 1,Thursday,MScFE Study (45 min),False,0,0,
4,Month 1,Friday,MScFE Study (45 min),False,0,0,
4,Month 1,Saturday,MScFE Study (45 min),False,0,0,
4,Month 1,Sunday,MScFE Study (45 min),False,0,0,
4,Month 1,Monday,Additional Reading (30 min),False,0,0,
4,Month 1,Tuesday,Additional Reading (30 min),False,0,0,
4,Month 1,Wednesday,Additional Reading (30 min),False,0,0,
4,Month 1,Thursday,Additional Reading (30 min),False,0,0,
4,Month 1,Friday,Additional Reading (30 min),False,0,0,
4,Month 1,Saturday,Additional Reading (30 min),False,0,0,
4,Month 1,Sunday,Additional Reading (30 min),False,0,0,
4,Month 1,Monday,Coding Practice (varies),False,0,0,
4,Month 1,Tuesday,Coding Practice (varies),False,0,0,
4,Month 1,Wednesday,Coding Practice (varies),False,0,0,
4,Month 1,Thursday,Coding Practice (varies),False,0,0,
4,Month 1,Friday,Coding Practice (varies),False,0,0,
4,Month 1,Saturday,Coding Practice (varies),False,0,0,
4,Month 1,Sunday,Coding Practice (varies),False,0,0,
4,Month 1,Monday,Progress Logging (15 min),False,0,0,
4,Month 1,Tuesday,Progress Logging (15 min),False,0,0,
4,Month 1,Wednesday,Progress Logging (15 min),False,0,0,
4,Month 1,Thursday,Progress Logging (15 min),False,0,0,
4,Month 1,Friday,Progress Logging (15 min),False,0,0,
4,Month 1,Saturday,Progress Logging (15 min),False,0,0,
4,Month 1,Sunday,Progress Logging (15 min),False,0,0,
4,Month 1,Monday,Technical Concepts Review,False,0,0,
4,Month 1,Tuesday,Technical Concepts Review,False,0,0,
4,Month 1,Wednesday,Technical Concepts Review,False,0,0,
4,Month 1,Thursday,Technical Concepts Review,False,0,0,
4,Month 1,Friday,Technical Concepts Review,False,0,0,
4,Month 1,Saturday,Technical Concepts Review,False,0,0,
4,Month 1,Sunday,Technical Concepts Review,False,0,0,
4,Month 1,Monday,Formula Practice,False,0,0,
4,Month 1,Tuesday,Formula Practice,False,0,0,
4,Month 1,Wednesday,Formula Practice,False,0,0,
4,Month 1,Thursday,Formula Practice,False,0,0,
4,Month 1,Friday,Formula Practice,False,0,0,
4,Month 1,Saturday,Formula Practice,False,0,0,
4,Month 1,Sunday,Formula Practice,False,0,0,
4,Month 1,Monday,Professional Reading,False,0,0,
4,Month 1,Tuesday,Professional Reading,False,0,0,
4,Month 1,Wednesday,Professional Reading,False,0,0,
4,Month 1,Thursday,Professional Reading,False,0,0,
4,Month 1,Friday,Professional Reading,False,0,0,
4,Month 1,Saturday,Professional Reading,False,0,0,
4,Month 1,Sunday,Professional Reading,False,0,0,
5,Month 2,Monday,Morning Market News (30 min),False,0,0,
5,Month 2,Tuesday,Morning Market News (30 min),False,0,0,
5,Month 2,Wednesday,Morning Market News (30 min),False,0,0,
5,Month 2,Thursday,Morning Market News (30 min),False,0,0,
5,Month 2,Friday,Morning Market News (30 min),False,0,0,
5,Month 2,Saturday,Morning Market News (30 min),False,0,0,
5,Month 2,Sunday,Morning Market News (30 min),False,0,0,
5,Month 2,Monday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Tuesday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Wednesday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Thursday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Friday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Saturday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Sunday,WQU Project Work (1 hour),False,0,0,
5,Month 2,Monday,MScFE Study (45 min),False,0,0,
5,Month 2,Tuesday,MScFE Study (45 min),False,0,0,
5,Month 2,Wednesday,MScFE Study (45 min),False,0,0,
5,Month 2,Thursday,MScFE Study (45 min),False,0,0,
5,Month 2,Friday,MScFE Study (45 min),False,0,0,
5,Month 2,Saturday,MScFE Study (45 min),False,0,0,
5,Month 2,Sunday,MScFE Study (45 min),False,0,0,
5,Month 2,Monday,Additional Reading (30 min),False,0,0,
5,Month 2,Tuesday,Additional Reading (30 min),False,0,0,
5,Month 2,Wednesday,Additional Reading (30 min),False,0,0,
5,Month 2,Thursday,Additional Reading (30 min),False,0,0,
5,Month 2,Friday,Additional Reading (30 min),False,0,0,
5,Month 2,Saturday,Additional Reading (30 min),False,0,0,
5,Month 2,Sunday,Additional Reading (30 min),False,0,0,
5,Month 2,Monday,Coding Practice (varies),False,0,0,
5,Month 2,Tuesday,Coding Practice (varies),False,0,0,
5,Month 2,Wednesday,Coding Practice (varies),False,0,0,
5,Month 2,Thursday,Coding Practice (varies),False,0,0,
5,Month 2,Friday,Coding Practice (varies),False,0,0,
5,Month 2,Saturday,Coding Practice (varies),False,0,0,
5,Month 2,Sunday,Coding Practice (varies),False,0,0,
5,Month 2,Monday,Progress Logging (15 min),False,0,0,
5,Month 2,Tuesday,Progress Logging (15 min),False,0,0,
5,Month 2,Wednesday,Progress Logging (15 min),False,0,0,
5,Month 2,Thursday,Progress Logging (15 min),False,0,0,
5,Month 2,Friday,Progress Logging (15 min),False,0,0,
5,Month 2,Saturday,Progress Logging (15 min),False,0,0,
5,Month 2,Sunday,Progress Logging (15 min),False,0,0,
5,Month 2,Monday,Technical Concepts Review,False,0,0,
5,Month 2,Tuesday,Technical Concepts Review,False,0,0,
5,Month 2,Wednesday,Technical Concepts Review,False,0,0,
5,Month 2,Thursday,Technical Concepts Review,False,0,0,
5,Month 2,Friday,Technical Concepts Review,False,0,0,
5,Month 2,Saturday,Technical Concepts Review,False,0,0,
5,Month 2,Sunday,Technical Concepts Review,False,0,0,
5,Month 2,Monday,Formula Practice,False,0,0,
5,Month 2,Tuesday,Formula Practice,False,0,0,
5,Month 2,Wednesday,Formula Practice,False,0,0,
5,Month 2,Thursday,Formula Practice,False,0,0,
5,Month 2,Friday,Formula Practice,False,0,0,
5,Month 2,Saturday,Formula Practice,False,0,0,
5,Month 2,Sunday,Formula Practice,False,0,0,
5,Month 2,Monday,Professional Reading,False,0,0,
5,Month 2,Tuesday,Professional Reading,False,0,0,
5,Month 2,Wednesday,Professional Reading,False,0,0,
5,Month 2,Thursday,Professional Reading,False,0,0,
5,Month 2,Friday,Professional Reading,False,0,0,
5,Month 2,Saturday,Professional Reading,False,0,0,
5,Month 2,Sunday,Professional Reading,False,0,0,
6,Month 2,Monday,Morning Market News (30 min),False,0,0,
6,Month 2,Tuesday,Morning Market News (30 min),False,0,0,
6,Month 2,Wednesday,Morning Market News (30 min),False,0,0,
6,Month 2,Thursday,Morning Market News (30 min),False,0,0,
6,Month 2,Friday,Morning Market News (30 min),False,0,0,
6,Month 2,Saturday,Morning Market News (30 min),False,0,0,
6,Month 2,Sunday,Morning Market News (30 min),False,0,0,
6,Month 2,Monday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Tuesday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Wednesday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Thursday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Friday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Saturday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Sunday,WQU Project Work (1 hour),False,0,0,
6,Month 2,Monday,MScFE Study (45 min),False,0,0,
6,Month 2,Tuesday,MScFE Study (45 min),False,0,0,
6,Month 2,Wednesday,MScFE Study (45 min),False,0,0,
6,Month 2,Thursday,MScFE Study (45 min),False,0,0,
6,Month 2,Friday,MScFE Study (45 min),False,0,0,
6,Month 2,Saturday,MScFE Study (45 min),False,0,0,
6,Month 2,Sunday,MScFE Study (45 min),False,0,0,
6,Month 2,Monday,Additional Reading (30 min),False,0,0,
6,Month 2,Tuesday,Additional Reading (30 min),False,0,0,
6,Month 2,Wednesday,Additional Reading (30 min),False,0,0,
6,Month 2,Thursday,Additional Reading (30 min),False,0,0,
6,Month 2,Friday,Additional Reading (30 min),False,0,0,
6,Month 2,Saturday,Additional Reading (30 min),False,0,0,
6,Month 2,Sunday,Additional Reading (30 min),False,0,0,
6,Month 2,Monday,Coding Practice (varies),False,0,0,
6,Month 2,Tuesday,Coding Practice (varies),False,0,0,
6,Month 2,Wednesday,Coding Practice (varies),False,0,0,
6,Month 2,Thursday,Coding Practice (varies),False,0,0,
6,Month 2,Friday,Coding Practice (varies),False,0,0,
6,Month 2,Saturday,Coding Practice (varies),False,0,0,
6,Month 2,Sunday,Coding Practice (varies),False,0,0,
6,Month 2,Monday,Progress Logging (15 min),False,0,0,
6,Month 2,Tuesday,Progress Logging (15 min),False,0,0,
6,Month 2,Wednesday,Progress Logging (15 min),False,0,0,
6,Month 2,Thursday,Progress Logging (15 min),False,0,0,
6,Month 2,Friday,Progress Logging (15 min),False,0,0,
6,Month 2,Saturday,Progress Logging (15 min),False,0,0,
6,Month 2,Sunday,Progress Logging (15 min),False,0,0,
6,Month 2,Monday,Technical Concepts Review,False,0,0,
6,Month 2,Tuesday,Technical Concepts Review,False,0,0,
6,Month 2,Wednesday,Technical Concepts Review,False,0,0,
6,Month 2,Thursday,Technical Concepts Review,False,0,0,
6,Month 2,Friday,Technical Concepts Review,False,0,0,
6,Month 2,Saturday,Technical Concepts Review,False,0,0,
6,Month 2,Sunday,Technical Concepts Review,False,0,0,
6,Month 2,Monday,Formula Practice,False,0,0,
6,Month 2,Tuesday,Formula Practice,False,0,0,
6,Month 2,Wednesday,Formula Practice,False,0,0,
6,Month 2,Thursday,Formula Practice,False,0,0,
6,Month 2,Friday,Formula Practice,False,0,0,
6,Month 2,Saturday,Formula Practice,False,0,0,
6,Month 2,Sunday,Formula Practice,False,0,0,
6,Month 2,Monday,Professional Reading,False,0,0,
6,Month 2,Tuesday,Professional Reading,False,0,0,
6,Month 2,Wednesday,Professional Reading,False,0,0,
6,Month 2,Thursday,Professional Reading,False,0,0,
6,Month 2,Friday,Professional Reading,False,0,0,
6,Month 2,Saturday,Professional Reading,False,0,0,
6,Month 2,Sunday,Professional Reading,False,0,0,
7,Month 2,Monday,Morning Market News (30 min),False,0,0,
7,Month 2,Tuesday,Morning Market News (30 min),False,0,0,
7,Month 2,Wednesday,Morning Market News (30 min),False,0,0,
7,Month 2,Thursday,Morning Market News (30 min),False,0,0,
7,Month 2,Friday,Morning Market News (30 min),False,0,0,
7,Month 2,Saturday,Morning Market News (30 min),False,0,0,
7,Month 2,Sunday,Morning Market News (30 min),False,0,0,
7,Month 2,Monday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Tuesday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Wednesday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Thursday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Friday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Saturday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Sunday,WQU Project Work (1 hour),False,0,0,
7,Month 2,Monday,MScFE Study (45 min),False,0,0,
7,Month 2,Tuesday,MScFE Study (45 min),False,0,0,
7,Month 2,Wednesday,MScFE Study (45 min),False,0,0,
7,Month 2,Thursday,MScFE Study (45 min),False,0,0,
7,Month 2,Friday,MScFE Study (45 min),False,0,0,
7,Month 2,Saturday,MScFE Study (45 min),False,0,0,
7,Month 2,Sunday,MScFE Study (45 min),False,0,0,
7,Month 2,Monday,Additional Reading (30 min),False,0,0,
7,Month 2,Tuesday,Additional Reading (30 min),False,0,0,
7,Month 2,Wednesday,Additional Reading (30 min),False,0,0,
7,Month 2,Thursday,Additional Reading (30 min),False,0,0,
7,Month 2,Friday,Additional Reading (30 min),False,0,0,
7,Month 2,Saturday,Additional Reading (30 min),False,0,0,
7,Month 2,Sunday,Additional Reading (30 min),False,0,0,
7,Month 2,Monday,Coding Practice (varies),False,0,0,
7,Month 2,Tuesday,Coding Practice (varies),False,0,0,
7,Month 2,Wednesday,Coding Practice (varies),False,0,0,
7,Month 2,Thursday,Coding Practice (varies),False,0,0,
7,Month 2,Friday,Coding Practice (varies),False,0,0,
7,Month 2,Saturday,Coding Practice (varies),False,0,0,
7,Month 2,Sunday,Coding Practice (varies),False,0,0,
7,Month 2,Monday,Progress Logging (15 min),False,0,0,
7,Month 2,Tuesday,Progress Logging (15 min),False,0,0,
7,Month 2,Wednesday,Progress Logging (15 min),False,0,0,
7,Month 2,Thursday,Progress Logging (15 min),False,0,0,
7,Month 2,Friday,Progress Logging (15 min),False,0,0,
7,Month 2,Saturday,Progress Logging (15 min),False,0,0,
7,Month 2,Sunday,Progress Logging (15 min),False,0,0,
7,Month 2,Monday,Technical Concepts Review,False,0,0,
7,Month 2,Tuesday,Technical Concepts Review,False,0,0,
7,Month 2,Wednesday,Technical Concepts Review,False,0,0,
7,Month 2,Thursday,Technical Concepts Review,False,0,0,
7,Month 2,Friday,Technical Concepts Review,False,0,0,
7,Month 2,Saturday,Technical Concepts Review,False,0,0,
7,Month 2,Sunday,Technical Concepts Review,False,0,0,
7,Month 2,Monday,Formula Practice,False,0,0,
7,Month 2,Tuesday,Formula Practice,False,0,0,
7,Month 2,Wednesday,Formula Practice,False,0,0,
7,Month 2,Thursday,Formula Practice,False,0,0,
7,Month 2,Friday,Formula Practice,False,0,0,
7,Month 2,Saturday,Formula Practice,False,0,0,
7,Month 2,Sunday,Formula Practice,False,0,0,
7,Month 2,Monday,Professional Reading,False,0,0,
7,Month 2,Tuesday,Professional Reading,False,0,0,
7,Month 2,Wednesday,Professional Reading,False,0,0,
7,Month 2,Thursday,Professional Reading,False,0,0,
7,Month 2,Friday,Professional Reading,False,0,0,
7,Month 2,Saturday,Professional Reading,False,0,0,
7,Month 2,Sunday,Professional Reading,False,0,0,
8,Month 2,Monday,Morning Market News (30 min),False,0,0,
8,Month 2,Tuesday,Morning Market News (30 min),False,0,0,
8,Month 2,Wednesday,Morning Market News (30 min),False,0,0,
8,Month 2,Thursday,Morning Market News (30 min),False,0,0,
8,Month 2,Friday,Morning Market News (30 min),False,0,0,
8,Month 2,Saturday,Morning Market News (30 min),False,0,0,
8,Month 2,Sunday,Morning Market News (30 min),False,0,0,
8,Month 2,Monday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Tuesday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Wednesday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Thursday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Friday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Saturday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Sunday,WQU Project Work (1 hour),False,0,0,
8,Month 2,Monday,MScFE Study (45 min),False,0,0,
8,Month 2,Tuesday,MScFE Study (45 min),False,0,0,
8,Month 2,Wednesday,MScFE Study (45 min),False,0,0,
8,Month 2,Thursday,MScFE Study (45 min),False,0,0,
8,Month 2,Friday,MScFE Study (45 min),False,0,0,
8,Month 2,Saturday,MScFE Study (45 min),False,0,0,
8,Month 2,Sunday,MScFE Study (45 min),False,0,0,
8,Month 2,Monday,Additional Reading (30 min),False,0,0,
8,Month 2,Tuesday,Additional Reading (30 min),False,0,0,
8,Month 2,Wednesday,Additional Reading (30 min),False,0,0,
8,Month 2,Thursday,Additional Reading (30 min),False,0,0,
8,Month 2,Friday,Additional Reading (30 min),False,0,0,
8,Month 2,Saturday,Additional Reading (30 min),False,0,0,
8,Month 2,Sunday,Additional Reading (30 min),False,0,0,
8,Month 2,Monday,Coding Practice (varies),False,0,0,
8,Month 2,Tuesday,Coding Practice (varies),False,0,0,
8,Month 2,Wednesday,Coding Practice (varies),False,0,0,
8,Month 2,Thursday,Coding Practice (varies),False,0,0,
8,Month 2,Friday,Coding Practice (varies),False,0,0,
8,Month 2,Saturday,Coding Practice (varies),False,0,0,
8,Month 2,Sunday,Coding Practice (varies),False,0,0,
